datetime,Global_active_power,Global_reactive_power,Global_intensity,Energy_kWh,hour,day_of_week,month,is_weekend,is_night,lag_1h,lag_24h,lag_168h,rolling_mean_24h,rolling_std_7d,is_holiday
2006-12-24 21:00:00,0.484,0.1006,2.0033,0.484,21,6,12,1,0,0.4741,3.2884,3.0408,2.1427,1.2299,0
2006-12-24 22:00:00,0.4798,0.086,1.97,0.4798,22,6,12,1,0,0.484,4.3279,1.518,1.9823,1.2336,0
2006-12-24 23:00:00,0.4863,0.1022,2.0133,0.4863,23,6,12,1,0,0.4798,5.5625,0.4377,1.7708,1.2333,0
2006-12-25 00:00:00,0.9996,0.1285,4.1467,0.9996,0,0,12,0,1,0.4863,4.028,0.2764,1.6446,1.2294,1
2006-12-25 01:00:00,1.2068,0.1019,4.93,1.2068,1,0,12,0,1,0.9996,3.2757,0.3133,1.5584,1.2251,1
2006-12-25 02:00:00,0.438,0.1233,1.8433,0.438,2,0,12,0,1,1.2068,2.303,0.2845,1.4807,1.2241,1
2006-12-25 03:00:00,0.59,0.0737,2.4,0.59,3,0,12,0,1,0.438,1.6068,0.3099,1.4384,1.2223,1
2006-12-25 04:00:00,0.5787,0.0547,2.3467,0.5787,4,0,12,0,1,0.59,1.5761,1.0263,1.3968,1.2244,1
2006-12-25 05:00:00,0.6201,0.1401,2.51,0.6201,5,0,12,0,1,0.5787,1.6319,0.2935,1.3547,1.2223,1
2006-12-25 06:00:00,0.2641,0.0691,1.09,0.2641,6,0,12,0,1,0.6201,1.8952,0.61,1.2867,1.2245,1
2006-12-25 07:00:00,0.6768,0.055,2.8333,0.6768,7,0,12,0,0,0.2641,1.4764,2.4504,1.2534,1.2261,1
2006-12-25 08:00:00,2.6111,0.1888,10.79,2.6111,8,0,12,0,0,0.6768,1.4278,2.0821,1.3027,1.2276,1
2006-12-25 09:00:00,1.4935,0.1823,6.1267,1.4935,9,0,12,0,0,2.6111,2.7257,1.6293,1.2513,1.2278,1
2006-12-25 10:00:00,1.9157,0.2654,7.9167,1.9157,10,0,12,0,0,1.4935,2.6753,1.3096,1.2197,1.2274,1
2006-12-25 11:00:00,3.0446,0.1568,12.6967,3.0446,11,0,12,0,0,1.9157,2.0929,1.5619,1.2593,1.2314,1
2006-12-25 12:00:00,2.9126,0.3237,12.4467,2.9126,12,0,12,0,0,3.0446,1.5,1.7561,1.3182,1.2347,1
2006-12-25 13:00:00,2.2249,0.2029,9.47,2.2249,13,0,12,0,0,2.9126,3.2399,1.6821,1.2759,1.2352,1
2006-12-25 14:00:00,1.7837,0.0884,7.4233,1.7837,14,0,12,0,0,2.2249,1.3715,1.733,1.2931,1.2352,1
2006-12-25 15:00:00,1.7403,0.159,7.1767,1.7403,15,0,12,0,0,1.7837,3.0968,1.7843,1.2366,1.2352,1
2006-12-25 16:00:00,3.8728,0.4538,16.3,3.8728,16,0,12,0,0,1.7403,2.0071,1.9493,1.3143,1.2459,1
2006-12-25 17:00:00,2.0718,0.286,8.7533,2.0718,17,0,12,0,0,3.8728,1.6865,2.1549,1.3304,1.2457,1
2006-12-25 18:00:00,2.4231,0.2069,10.1367,2.4231,18,0,12,0,0,2.0718,0.5052,2.4025,1.4103,1.2458,1
2006-12-25 19:00:00,1.6295,0.1537,6.7767,1.6295,19,0,12,0,0,2.4231,0.454,2.6145,1.4592,1.2441,1
2006-12-25 20:00:00,1.9771,0.222,8.2167,1.9771,20,0,12,0,0,1.6295,0.4741,3.0506,1.5219,1.2402,1
2006-12-25 21:00:00,3.8369,0.1499,16.1433,3.8369,21,0,12,0,0,1.9771,0.484,2.1697,1.6616,1.2502,1
2006-12-25 22:00:00,4.2149,0.0696,17.7433,4.2149,22,0,12,0,0,3.8369,0.4798,1.7388,1.8172,1.2644,1
2006-12-25 23:00:00,2.5922,0.1494,10.62,2.5922,23,0,12,0,0,4.2149,0.4863,1.5473,1.905,1.2658,1
2006-12-26 00:00:00,2.4243,0.074,9.8267,2.4243,0,1,12,0,1,2.5922,0.9996,0.8371,1.9643,1.2646,0
2006-12-26 01:00:00,2.4026,0.1251,9.8967,2.4026,1,1,12,0,1,2.4243,1.2068,0.353,2.0141,1.2604,0
2006-12-26 02:00:00,2.4109,0.0489,9.7633,2.4109,2,1,12,0,1,2.4026,0.438,0.3272,2.0963,1.256,0
2006-12-26 03:00:00,2.4491,0.0838,9.91,2.4491,3,1,12,0,1,2.4109,0.59,0.3083,2.1738,1.2514,0
2006-12-26 04:00:00,2.9925,0.121,12.17,2.9925,4,1,12,0,1,2.4491,0.5787,0.3278,2.2744,1.2491,0
2006-12-26 05:00:00,2.3877,0.0665,9.73,2.3877,5,1,12,0,1,2.9925,0.6201,0.3067,2.348,1.244,0
2006-12-26 06:00:00,2.3882,0.0675,9.76,2.3882,6,1,12,0,1,2.3877,0.2641,0.7963,2.4365,1.2419,0
2006-12-26 07:00:00,3.1361,0.1038,13.0967,3.1361,7,1,12,0,0,2.3882,0.6768,1.7856,2.539,1.2457,0
2006-12-26 08:00:00,2.3659,0.0798,9.8967,2.3659,8,1,12,0,0,3.1361,2.6111,3.879,2.5288,1.2366,0
2006-12-26 09:00:00,3.5451,0.1134,14.9267,3.5451,9,1,12,0,0,2.3659,1.4935,1.6178,2.6143,1.2431,0
2006-12-26 10:00:00,4.0419,0.0652,16.99,4.0419,10,1,12,0,0,3.5451,1.9157,0.4371,2.7029,1.2491,0
2006-12-26 11:00:00,2.3735,0.0661,9.9067,2.3735,11,1,12,0,0,4.0419,3.0446,2.3216,2.6749,1.2493,0
2006-12-26 12:00:00,2.4647,0.0967,10.3333,2.4647,12,1,12,0,0,2.3735,2.9126,0.4307,2.6562,1.2447,0
2006-12-26 13:00:00,2.8868,0.1609,12.1133,2.8868,13,1,12,0,0,2.4647,2.2249,0.3005,2.6838,1.2406,0
2006-12-26 14:00:00,3.8266,0.178,15.8267,3.8266,14,1,12,0,0,2.8868,1.7837,0.3021,2.7689,1.2427,0
2006-12-26 15:00:00,2.6296,0.1008,10.75,2.6296,15,1,12,0,0,3.8266,1.7403,0.4214,2.806,1.2381,0
2006-12-26 16:00:00,3.4507,0.2351,14.4033,3.4507,16,1,12,0,0,2.6296,3.8728,1.3721,2.7884,1.2425,0
2006-12-26 17:00:00,3.3423,0.1036,14.06,3.3423,17,1,12,0,0,3.4507,2.0718,2.1115,2.8413,1.2469,0
2006-12-26 18:00:00,3.2467,0.1835,13.57,3.2467,18,1,12,0,0,3.3423,2.4231,2.2047,2.8757,1.2506,0
2006-12-26 19:00:00,3.034,0.2446,12.67,3.034,19,1,12,0,0,3.2467,1.6295,1.8421,2.9342,1.2531,0
2006-12-26 20:00:00,3.479,0.1581,14.51,3.479,20,1,12,0,0,3.034,1.9771,2.9405,2.9968,1.2562,0
2006-12-26 21:00:00,2.6584,0.0934,11.1433,2.6584,21,1,12,0,0,3.479,3.8369,1.4429,2.9477,1.2565,0
2006-12-26 22:00:00,0.8636,0.1025,3.7633,0.8636,22,1,12,0,0,2.6584,4.2149,0.72,2.808,1.2556,0
2006-12-26 23:00:00,0.7682,0.0795,3.3333,0.7682,23,1,12,0,0,0.8636,2.5922,0.3837,2.732,1.253,0
2006-12-27 00:00:00,0.483,0.1064,2.2133,0.483,0,2,12,0,1,0.7682,2.4243,0.4598,2.6511,1.2528,0
2006-12-27 01:00:00,0.4935,0.1882,2.3433,0.4935,1,2,12,0,1,0.483,2.4026,0.2587,2.5716,1.251,0
2006-12-27 02:00:00,0.4795,0.1278,2.1933,0.4795,2,2,12,0,1,0.4935,2.4109,0.7844,2.4911,1.253,0
2006-12-27 03:00:00,0.4441,0.0973,2.0633,0.4441,3,2,12,0,1,0.4795,2.4491,0.31,2.4076,1.252,0
2006-12-27 04:00:00,0.474,0.1466,2.2367,0.474,4,2,12,0,1,0.4441,2.9925,0.289,2.3026,1.2505,0
2006-12-27 05:00:00,1.0365,0.0853,4.3933,1.0365,5,2,12,0,1,0.474,2.3877,0.2627,2.2463,1.2454,0
2006-12-27 06:00:00,0.4744,0.1452,2.22,0.4744,6,2,12,0,1,1.0365,2.3882,0.2836,2.1666,1.2439,0
2006-12-27 07:00:00,2.0499,0.1597,8.7,2.0499,7,2,12,0,0,0.4744,3.1361,1.5266,2.1213,1.2433,0
2006-12-27 08:00:00,2.1647,0.1003,8.97,2.1647,8,2,12,0,0,2.0499,2.3659,2.9176,2.1129,1.2415,0
2006-12-27 09:00:00,2.329,0.1387,9.67,2.329,9,2,12,0,0,2.1647,3.5451,1.3855,2.0623,1.2407,0
2006-12-27 10:00:00,2.317,0.0739,9.6667,2.317,10,2,12,0,0,2.329,4.0419,1.5103,1.9904,1.2403,0
2006-12-27 11:00:00,1.3156,0.0624,5.41,1.3156,11,2,12,0,0,2.317,2.3735,2.8924,1.9463,1.2397,0
2006-12-27 12:00:00,1.0784,0.1461,4.5133,1.0784,12,2,12,0,0,1.3156,2.4647,1.421,1.8886,1.2409,0
2006-12-27 13:00:00,0.2642,0.0803,1.1967,0.2642,13,2,12,0,0,1.0784,2.8868,1.4284,1.7793,1.2475,0
2006-12-27 14:00:00,0.2638,0.079,1.21,0.2638,14,2,12,0,0,0.2642,3.8266,1.2949,1.6308,1.2535,0
2006-12-27 15:00:00,0.3332,0.1795,1.5667,0.3332,15,2,12,0,0,0.2638,2.6296,0.2811,1.5352,1.2531,0
2006-12-27 16:00:00,0.2968,0.137,1.3267,0.2968,16,2,12,0,0,0.3332,3.4507,0.4684,1.4037,1.2544,0
2006-12-27 17:00:00,0.5013,0.1211,2.1767,0.5013,17,2,12,0,0,0.2968,3.3423,0.5735,1.2854,1.2549,0
2006-12-27 18:00:00,1.8244,0.0914,7.6633,1.8244,18,2,12,0,0,0.5013,3.2467,2.8368,1.2261,1.2534,0
2006-12-27 19:00:00,1.7363,0.1697,7.3633,1.7363,19,2,12,0,0,1.8244,3.034,3.2486,1.172,1.2497,0
2006-12-27 20:00:00,2.3531,0.1628,9.7233,2.3531,20,2,12,0,0,1.7363,3.479,3.5755,1.1251,1.244,0
2006-12-27 21:00:00,1.3297,0.0798,5.4467,1.3297,21,2,12,0,0,2.3531,2.6584,3.6461,1.0698,1.2382,0
2006-12-27 22:00:00,1.0835,0.102,4.4733,1.0835,22,2,12,0,0,1.3297,0.8636,3.059,1.0789,1.2372,0
2006-12-27 23:00:00,0.3535,0.2012,1.68,0.3535,23,2,12,0,0,1.0835,0.7682,2.3818,1.0616,1.2429,0
2006-12-28 00:00:00,1.0185,0.1042,4.26,1.0185,0,3,12,0,1,0.3535,0.483,1.5359,1.084,1.2445,0
2006-12-28 01:00:00,0.2777,0.1127,1.2667,0.2777,1,3,12,0,1,1.0185,0.4935,1.398,1.075,1.2505,0
2006-12-28 02:00:00,0.3162,0.183,1.4733,0.3162,2,3,12,0,1,0.2777,0.4795,1.2749,1.0682,1.2557,0
2006-12-28 03:00:00,0.2988,0.1495,1.3467,0.2988,3,3,12,0,1,0.3162,0.4441,0.3026,1.0621,1.2557,0
2006-12-28 04:00:00,0.3101,0.1674,1.44,0.3101,4,3,12,0,1,0.2988,0.474,0.2467,1.0553,1.2552,0
2006-12-28 05:00:00,0.2894,0.1385,1.3067,0.2894,5,3,12,0,1,0.3101,1.0365,0.2907,1.0241,1.2552,0
2006-12-28 06:00:00,0.2926,0.1344,1.3067,0.2926,6,3,12,0,1,0.2894,0.4744,0.2957,1.0166,1.2552,0
2006-12-28 07:00:00,1.0433,0.1842,4.4733,1.0433,7,3,12,0,0,0.2926,2.0499,1.2805,0.9746,1.2561,0
2006-12-28 08:00:00,2.5357,0.0972,10.5433,2.5357,8,3,12,0,0,1.0433,2.1647,1.563,0.9901,1.2566,0
2006-12-28 09:00:00,1.3215,0.0955,5.5667,1.3215,9,3,12,0,0,2.5357,2.329,2.5758,0.9481,1.2565,0
2006-12-28 10:00:00,0.3261,0.1802,1.54,0.3261,10,3,12,0,0,1.3215,2.317,1.7677,0.8652,1.2625,0
2006-12-28 11:00:00,0.2799,0.0993,1.29,0.2799,11,3,12,0,0,0.3261,1.3156,0.5347,0.822,1.2643,0
2006-12-28 12:00:00,0.271,0.081,1.25,0.271,12,3,12,0,0,0.2799,1.0784,0.8191,0.7884,1.2679,0
2006-12-28 13:00:00,0.6986,0.1861,2.9933,0.6986,13,3,12,0,0,0.271,0.2642,1.6882,0.8065,1.2712,0
2006-12-28 14:00:00,1.8086,0.1458,7.4833,1.8086,14,3,12,0,0,0.6986,0.2638,1.0239,0.8708,1.2694,0
2006-12-28 15:00:00,1.5743,0.1,6.4367,1.5743,15,3,12,0,0,1.8086,0.3332,0.3074,0.9225,1.2636,0
2006-12-28 16:00:00,1.559,0.1137,6.3833,1.559,16,3,12,0,0,1.5743,0.2968,1.3601,0.9751,1.2631,0
2006-12-28 17:00:00,2.4325,0.1854,10.2833,2.4325,17,3,12,0,0,1.559,0.5013,1.7526,1.0556,1.2637,0
2006-12-28 18:00:00,2.5439,0.1888,10.73,2.5439,18,3,12,0,0,2.4325,1.8244,2.4433,1.0856,1.264,0
2006-12-28 19:00:00,2.8485,0.1504,12.0667,2.8485,19,3,12,0,0,2.5439,1.7363,2.1971,1.1319,1.2658,0
2006-12-28 20:00:00,2.1168,0.1761,8.88,2.1168,20,3,12,0,0,2.8485,2.3531,2.4374,1.1221,1.2653,0
2006-12-28 21:00:00,5.0353,0.1657,21.4067,5.0353,21,3,12,0,0,2.1168,1.3297,0.9823,1.2765,1.2856,0
2006-12-28 22:00:00,3.2142,0.152,13.2833,3.2142,22,3,12,0,0,5.0353,1.0835,0.2803,1.3652,1.2828,0
2006-12-28 23:00:00,2.1313,0.1901,9.06,2.1313,23,3,12,0,0,3.2142,0.3535,0.2704,1.4393,1.276,0
2006-12-29 00:00:00,1.4093,0.1014,6.4333,1.4093,0,4,12,0,1,2.1313,1.0185,0.2669,1.4556,1.2699,0
2006-12-29 01:00:00,1.9942,0.1173,8.7067,1.9942,1,4,12,0,1,1.4093,0.2777,0.272,1.5271,1.2629,0
2006-12-29 02:00:00,2.1516,0.1017,8.94,2.1516,2,4,12,0,1,1.9942,0.3162,0.2676,1.6036,1.2558,0
2006-12-29 03:00:00,2.4527,0.08,9.8867,2.4527,3,4,12,0,1,2.1516,0.2988,0.2739,1.6934,1.249,0
2006-12-29 04:00:00,2.4714,0.1363,10.0,2.4714,4,4,12,0,1,2.4527,0.3101,0.2643,1.7834,1.2421,0
2006-12-29 05:00:00,2.3861,0.0584,9.7433,2.3861,5,4,12,0,1,2.4714,0.2894,0.8068,1.8708,1.2387,0
2006-12-29 06:00:00,2.4389,0.079,9.85,2.4389,6,4,12,0,1,2.3861,0.2926,0.4796,1.9602,1.2331,0
2006-12-29 07:00:00,3.8388,0.1598,16.0733,3.8388,7,4,12,0,0,2.4389,1.0433,1.7232,2.0767,1.2405,0
2006-12-29 08:00:00,3.6948,0.1056,15.37,3.6948,8,4,12,0,0,3.8388,2.5357,2.7444,2.125,1.2457,0
2006-12-29 09:00:00,3.4349,0.0935,14.27,3.4349,9,4,12,0,0,3.6948,1.3215,1.8963,2.213,1.2501,0
2006-12-29 10:00:00,2.4225,0.0892,9.99,2.4225,10,4,12,0,0,3.4349,0.3261,1.345,2.3004,1.2491,0
2006-12-29 11:00:00,1.3892,0.0803,5.7267,1.3892,11,4,12,0,0,2.4225,0.2799,1.2526,2.3466,1.2486,0
2006-12-29 12:00:00,1.5557,0.1185,6.4733,1.5557,12,4,12,0,0,1.3892,0.271,1.2285,2.4001,1.2475,0
2006-12-29 13:00:00,1.7093,0.1984,7.1267,1.7093,13,4,12,0,0,1.5557,0.6986,0.6719,2.4422,1.243,0
2006-12-29 14:00:00,1.4185,0.1915,5.82,1.4185,14,4,12,0,0,1.7093,1.8086,0.8156,2.426,1.2401,0
2006-12-29 15:00:00,0.6281,0.2518,2.8367,0.6281,15,4,12,0,0,1.4185,1.5743,1.4516,2.3866,1.2443,0
2006-12-29 16:00:00,0.3179,0.1843,1.5033,0.3179,16,4,12,0,0,0.6281,1.559,1.5712,2.3348,1.2512,0
2006-12-29 17:00:00,0.8924,0.1395,3.9067,0.8924,17,4,12,0,0,0.3179,2.4325,1.4968,2.2707,1.2538,0
2006-12-29 18:00:00,1.8926,0.155,8.1767,1.8926,18,4,12,0,0,0.8924,2.5439,2.687,2.2435,1.253,0
2006-12-29 19:00:00,1.7913,0.1386,7.6267,1.7913,19,4,12,0,0,1.8926,2.8485,3.9382,2.1995,1.2448,0
2006-12-29 20:00:00,3.4718,0.1936,14.99,3.4718,20,4,12,0,0,1.7913,2.1168,3.5361,2.256,1.2444,0
2006-12-29 21:00:00,4.3137,0.1212,18.5867,4.3137,21,4,12,0,0,3.4718,5.0353,4.5487,2.2259,1.2417,0
2006-12-29 22:00:00,3.666,0.187,15.4667,3.666,22,4,12,0,0,4.3137,3.2142,3.0651,2.2447,1.2455,0
2006-12-29 23:00:00,1.1647,0.1911,5.01,1.1647,23,4,12,0,0,3.666,2.1313,2.4192,2.2044,1.2471,0
2006-12-30 00:00:00,0.2947,0.0799,1.3433,0.2947,0,5,12,1,1,1.1647,1.4093,1.6982,2.158,1.2542,0
2006-12-30 01:00:00,0.3153,0.1549,1.51,0.3153,1,5,12,1,1,0.2947,1.9942,1.7228,2.088,1.2611,0
2006-12-30 02:00:00,0.2794,0.1152,1.2733,0.2794,2,5,12,1,1,0.3153,2.1516,1.7008,2.01,1.2682,0
2006-12-30 03:00:00,0.3058,0.1565,1.4267,0.3058,3,5,12,1,1,0.2794,2.4527,1.7715,1.9206,1.2751,0
2006-12-30 04:00:00,0.3009,0.148,1.3967,0.3009,4,5,12,1,1,0.3058,2.4714,1.8916,1.8301,1.282,0
2006-12-30 05:00:00,0.2778,0.0982,1.2667,0.2778,5,5,12,1,1,0.3009,2.3861,2.2291,1.7423,1.2889,0
2006-12-30 06:00:00,0.9068,0.1749,3.7733,0.9068,6,5,12,1,1,0.2778,2.4389,1.6494,1.6785,1.2914,0
2006-12-30 07:00:00,0.2566,0.0705,1.17,0.2566,7,5,12,1,0,0.9068,3.8388,4.0234,1.5292,1.2887,0
2006-12-30 08:00:00,1.5167,0.2571,6.4633,1.5167,8,5,12,1,0,0.2566,3.6948,4.1908,1.4384,1.2777,0
2006-12-30 09:00:00,3.2358,0.2149,13.5333,3.2358,9,5,12,1,0,1.5167,3.4349,3.2464,1.4301,1.2777,0
2006-12-30 10:00:00,4.6648,0.3676,19.9103,4.6648,10,5,12,1,0,3.2358,2.4225,2.9722,1.5236,1.2923,0
2006-12-30 11:00:00,3.8859,0.2514,16.6633,3.8859,11,5,12,1,0,4.6648,1.3892,3.159,1.6276,1.2975,0
2006-12-30 12:00:00,3.1451,0.219,13.27,3.1451,12,5,12,1,0,3.8859,1.5557,2.9288,1.6938,1.2985,0
2006-12-30 13:00:00,2.293,0.2192,9.6633,2.293,13,5,12,1,0,3.1451,1.7093,3.4063,1.7182,1.294,0
2006-12-30 14:00:00,1.7899,0.2983,7.49,1.7899,14,5,12,1,0,2.293,1.4185,3.758,1.7336,1.2867,0
2006-12-30 15:00:00,2.4495,0.5106,10.2933,2.4495,15,5,12,1,0,1.7899,0.6281,4.0491,1.8095,1.277,0
2006-12-30 16:00:00,3.9556,0.4224,16.6733,3.9556,16,5,12,1,0,2.4495,0.3179,4.3491,1.9611,1.2729,0
2006-12-30 17:00:00,2.5812,0.4237,11.1233,2.5812,17,5,12,1,0,3.9556,0.8924,5.4525,2.0315,1.2446,0
2006-12-30 18:00:00,3.8627,0.2991,16.6533,3.8627,18,5,12,1,0,2.5812,1.8926,3.8794,2.1135,1.2444,0
2006-12-30 19:00:00,3.753,0.3241,16.19,3.753,19,5,12,1,0,3.8627,1.7913,4.1178,2.1953,1.2409,0
2006-12-30 20:00:00,3.0761,0.0907,13.1367,3.0761,20,5,12,1,0,3.753,3.4718,4.1814,2.1788,1.2318,0
2006-12-30 21:00:00,2.038,0.1331,8.6567,2.038,21,5,12,1,0,3.0761,4.3137,3.2884,2.084,1.2272,0
2006-12-30 22:00:00,0.7491,0.1224,3.3567,0.7491,22,5,12,1,0,2.038,3.666,4.3279,1.9624,1.2161,0
2006-12-30 23:00:00,0.7102,0.0592,3.1633,0.7102,23,5,12,1,0,0.7491,1.1647,5.5625,1.9435,1.1857,0
2006-12-31 00:00:00,0.6762,0.1476,3.08,0.6762,0,6,12,1,1,0.7102,0.2947,4.028,1.9594,1.1773,0
2006-12-31 01:00:00,0.7162,0.083,3.2233,0.7162,1,6,12,1,1,0.6762,0.3153,3.2757,1.9761,1.1752,0
2006-12-31 02:00:00,0.7219,0.1344,3.3333,0.7219,2,6,12,1,1,0.7162,0.2794,2.303,1.9945,1.1777,0
2006-12-31 03:00:00,0.7786,0.1032,3.59,0.7786,3,6,12,1,1,0.7219,0.3058,1.6068,2.0142,1.1804,0
2006-12-31 04:00:00,1.2778,0.0662,5.4967,1.2778,4,6,12,1,1,0.7786,0.3009,1.5761,2.0549,1.1809,0
2006-12-31 05:00:00,1.0508,0.1188,4.5933,1.0508,5,6,12,1,1,1.2778,0.2778,1.6319,2.0871,1.1823,0
2006-12-31 06:00:00,2.5014,0.086,10.4067,2.5014,6,6,12,1,1,1.0508,0.9068,1.8952,2.1536,1.1835,0
2006-12-31 07:00:00,3.3645,0.1518,13.99,3.3645,7,6,12,1,0,2.5014,0.2566,1.4764,2.2831,1.1892,0
2006-12-31 08:00:00,4.0846,0.2066,17.03,4.0846,8,6,12,1,0,3.3645,1.5167,1.4278,2.3901,1.2015,0
2006-12-31 09:00:00,2.7232,0.0753,11.2967,2.7232,9,6,12,1,0,4.0846,3.2358,2.7257,2.3687,1.2015,0
2006-12-31 10:00:00,2.9149,0.1178,12.2833,2.9149,10,6,12,1,0,2.7232,4.6648,2.6753,2.2958,1.2026,0
2006-12-31 11:00:00,3.3595,0.0599,14.0233,3.3595,11,6,12,1,0,2.9149,3.8859,2.0929,2.2739,1.2082,0
2006-12-31 12:00:00,3.853,0.1885,16.1833,3.853,12,6,12,1,0,3.3595,3.1451,1.5,2.3034,1.2177,0
2006-12-31 13:00:00,3.6026,0.0652,15.16,3.6026,13,6,12,1,0,3.853,2.293,3.2399,2.3579,1.2205,0
2006-12-31 14:00:00,3.0813,0.1199,12.76,3.0813,14,6,12,1,0,3.6026,1.7899,1.3715,2.4117,1.2235,0
2006-12-31 15:00:00,2.4883,0.1135,10.25,2.4883,15,6,12,1,0,3.0813,2.4495,3.0968,2.4134,1.2207,0
2006-12-31 16:00:00,2.838,0.0834,11.6833,2.838,16,6,12,1,0,2.4883,3.9556,2.0071,2.3668,1.2229,0
2006-12-31 17:00:00,2.7503,0.1253,11.5767,2.7503,17,6,12,1,0,2.838,2.5812,1.6865,2.3738,1.2247,0
2006-12-31 18:00:00,2.4105,0.0646,10.1833,2.4105,18,6,12,1,0,2.7503,3.8627,0.5052,2.3133,1.2207,0
2006-12-31 19:00:00,2.4343,0.0852,10.2667,2.4343,19,6,12,1,0,2.4105,3.753,0.454,2.2584,1.2162,0
2006-12-31 20:00:00,2.4249,0.0707,10.26,2.4249,20,6,12,1,0,2.4343,3.0761,0.4741,2.2313,1.2118,0
2006-12-31 21:00:00,2.4436,0.062,10.2367,2.4436,21,6,12,1,0,2.4249,2.038,0.484,2.2482,1.2073,0
2006-12-31 22:00:00,2.636,0.1125,10.97,2.636,22,6,12,1,0,2.4436,0.7491,0.4798,2.3268,1.2032,0
2006-12-31 23:00:00,3.1044,0.0727,12.9133,3.1044,23,6,12,1,0,2.636,0.7102,0.4863,2.4265,1.2012,0
2007-01-01 00:00:00,2.5506,0.1128,10.53,2.5506,0,0,1,0,1,3.1044,0.6762,0.9996,2.5046,1.1997,1
2007-01-01 01:00:00,2.5234,0.0716,10.4433,2.5234,1,0,1,0,1,2.5506,0.7162,1.2068,2.5799,1.199,1
2007-01-01 02:00:00,2.5823,0.1067,10.54,2.5823,2,0,1,0,1,2.5234,0.7219,0.438,2.6574,1.194,1
2007-01-01 03:00:00,2.5417,0.0901,10.4,2.5417,3,0,1,0,1,2.5823,0.7786,0.59,2.7309,1.1898,1
2007-01-01 04:00:00,2.4757,0.0882,10.11,2.4757,4,0,1,0,1,2.5417,1.2778,0.5787,2.7808,1.1852,1
2007-01-01 05:00:00,2.4762,0.1017,10.15,2.4762,5,0,1,0,1,2.4757,1.0508,0.6201,2.8402,1.1808,1
2007-01-01 06:00:00,2.4558,0.0861,10.1033,2.4558,6,0,1,0,1,2.4762,2.5014,0.2641,2.8383,1.1733,1
2007-01-01 07:00:00,2.4472,0.1069,10.12,2.4472,7,0,1,0,0,2.4558,3.3645,0.6768,2.8001,1.169,1
